"","EcoRegion.Domain","Terrain","Incident.Type","Age","Group.Type","Weight..Kg.","Height..Cm.","Build","Physical.Fitness","Mental.Fitness","Experience","Equipment","Personality","Total.hours","Temp.H","Temp.L","Snow","Rain","Subject.Status","Super.Category","Group"
"147","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MM",85,174,"MEDIUM","FAIR",NA,"GOOD","GOOD","OUTGOING",NA,22,NA,"NO","NO","ALIVE","OUTDOOR","YES"
"148","DRY","FLAT","SEARCH",NA,"MM",85,175,"MEDIUM","FAIR",NA,"GOOD","GOOD",NA,NA,16,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"149",NA,"MOUNTAINOUS","SEARCH",NA,"MM",NA,160,"THIN","GOOD",NA,"GOOD","POOR","UNSURE",NA,10,4,"NO","NO","ALIVE","OUTDOOR","YES"
"150","TEMPERATE","MOUNTAINOUS","SEARCH",9,"F",45,140,NA,"FAIR",NA,"POOR","FAIR",NA,18.72,18,6,"NO","NO","ALIVE","CHILD","NO"
"151","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"AC",NA,NA,"OVERWEIGHT",NA,NA,"EXCELLENT","EXCELLENT",NA,NA,12,5,"NO","NO","ALIVE","OUTDOOR","YES"
"152","TROPICAL","MOUNTAINOUS","SEARCH",60,"FF",NA,NA,"MEDIUM","FAIR",NA,"FAIR","FAIR","UNSURE",43.92,28,4,"NO","NO","ALIVE","OUTDOOR","YES"
"153","TROPICAL",NA,"SEARCH",71,"M",55,165,"THIN",NA,NA,"GOOD","FAIR",NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR","NO"
"154","TROPICAL",NA,"SEARCH",33,"M",80,175,"MEDIUM",NA,NA,"GOOD","FAIR",NA,NA,NA,NA,NA,NA,"DOA",NA,"NO"
"155",NA,NA,"SEARCH",80,"F",50,165,"THIN",NA,"MODERATE",NA,"POOR",NA,NA,33,33,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"156","TEMPERATE","HILLY","SEARCH",50,"M",85,175,"MEDIUM","GOOD","MILD","POOR","POOR",NA,NA,19,9,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"157","TEMPERATE",NA,"SEARCH",6,"M",25,100,"THIN","GOOD",NA,"GOOD","POOR","UNSURE",1.44,20,18,NA,NA,"ALIVE","CHILD","NO"
"158","TROPICAL","FLAT","SEARCH",3,"F",20,90,"THIN",NA,NA,NA,"POOR",NA,NA,20,15,"NO","NO","ALIVE","CHILD","NO"
"159","TROPICAL","FLAT","SEARCH",NA,"MF",NA,150,"THIN","FAIR",NA,"POOR","POOR","UNSURE",NA,24,12,"NO","NO","ALIVE","CHILD","YES"
"160","TROPICAL","FLAT","SEARCH",33,"F",60,NA,"MEDIUM","GOOD",NA,NA,"GOOD","CONFIDENT",4.08,30,25,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"161","TEMPERATE","HILLY","SEARCH",NA,"MF",75,183,"THIN","EXCELLENT",NA,"GOOD","GOOD","CONFIDENT",14.88,20,14,"NO","NO","ALIVE","OUTDOOR","YES"
"162","DRY","FLAT","SEARCH",51,"M",NA,NA,"MEDIUM","FAIR","MILD","GOOD","POOR",NA,14.88,27,13,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"163","DRY","FLAT","SEARCH",35,"M",NA,NA,NA,NA,"MODERATE",NA,"POOR",NA,NA,NA,NA,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"164","DRY","HILLY","SEARCH",62,"F",NA,160,"MEDIUM","GOOD",NA,"GOOD","FAIR",NA,3.84,10,5,NA,"NO","ALIVE","OUTDOOR","NO"
"165",NA,"FLAT","SEARCH",74,"M",75,175,"MEDIUM","GOOD",NA,"GOOD","FAIR","CONFIDENT",8.4,25,22,"NO","NO","ALIVE","WATER","NO"
"166",NA,"HILLY","SEARCH",29,"M",72,178,"MEDIUM","EXCELLENT",NA,"FAIR","FAIR",NA,NA,30,21,"NO","NO","ALIVE","OUTDOOR","NO"
"167",NA,"MOUNTAINOUS","SEARCH",15,"M",70,155,"THIN","FAIR","MILD","FAIR","GOOD",NA,NA,20,5,NA,NA,"ALIVE","OUTDOOR","NO"
"168","TEMPERATE","MOUNTAINOUS","SEARCH",21,"M",85,180,"MEDIUM","FAIR",NA,"GOOD","POOR","CONFIDENT",NA,18,12,NA,"YES","ALIVE",NA,"NO"
"169","DRY","HILLY","SEARCH",68,"M",60,175,"THIN","EXCELLENT","MODERATE","GOOD","POOR",NA,NA,18,8,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"170","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"FF",NA,NA,"THIN","GOOD",NA,"FAIR","FAIR","UNSURE",NA,18,12,"NO","NO","ALIVE","CHILD","YES"
"171",NA,NA,"SEARCH",6,"M",18,80,"THIN","FAIR",NA,NA,"POOR",NA,NA,22,18,"NO","NO","ALIVE","CHILD","NO"
"172","TROPICAL","FLAT","SEARCH",50,"M",65,165,"MEDIUM","FAIR",NA,"GOOD","POOR","WITHDRAWN",2.88,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"173","TEMPERATE",NA,"SEARCH",13,"M",30,100,"THIN","GOOD","MILD","EXCELLENT","POOR","OUTGOING",4.8,18,15,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"174","TROPICAL","MOUNTAINOUS","SEARCH",NA,"MM",75,180,"MEDIUM","EXCELLENT",NA,"EXCELLENT","EXCELLENT","CONFIDENT",NA,20,20,"NO","NO","ALIVE","OUTDOOR","YES"
"175","DRY","MOUNTAINOUS","SEARCH",15,"M",50,165,"THIN","FAIR","MILD","FAIR","FAIR",NA,12.48,15,-2,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"176","TEMPERATE","MOUNTAINOUS","SEARCH",28,"M",80,182,"MEDIUM","FAIR","MODERATE","GOOD","POOR",NA,NA,15,10,NA,"NO","ALIVE","DESPONDENT","NO"
"177","DRY","FLAT","WATER",47,"M",NA,NA,NA,NA,"MODERATE",NA,"POOR",NA,NA,14,14,"NO","NO","DOA","DESPONDENT","NO"
"178","DRY","FLAT","SEARCH",39,"F",65,170,"MEDIUM","POOR","MILD","FAIR","POOR",NA,NA,16,8,NA,NA,"DOA","OTHER MENTAL ISSUES","NO"
"179","DRY","HILLY","SEARCH",64,"F",70,150,"OBESE","POOR","MODERATE","FAIR","POOR","UNSURE",NA,2,0,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"180","DRY","HILLY","SEARCH",41,"M",63,172,"THIN","FAIR","MILD","GOOD","POOR",NA,NA,15,2,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"181",NA,"MOUNTAINOUS","SEARCH",20,"M",85,180,"MEDIUM","FAIR",NA,"GOOD","GOOD","CONFIDENT",68.16,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"182","DRY","FLAT","SEARCH",52,"M",85,178,"OVERWEIGHT",NA,"SEVERE","FAIR","POOR","UNSURE",40.56,NA,NA,NA,NA,"ALIVE","DESPONDENT","NO"
"183",NA,"MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,"GOOD","EXCELLENT","CONFIDENT",18,3,-2,NA,"NO","ALIVE","SNOW","NO"
"184","TEMPERATE","HILLY","SEARCH",36,"M",65,170,"MEDIUM",NA,"MILD","FAIR","POOR",NA,NA,NA,NA,"NO","NO","DOA","DESPONDENT","NO"
"185","TROPICAL","MOUNTAINOUS","SEARCH",24,"M",70,175,"MEDIUM","FAIR",NA,"GOOD","POOR","CONFIDENT",120,33,1,NA,NA,"ALIVE","OUTDOOR","NO"
"186","TEMPERATE","HILLY","SEARCH",5,"M",25,140,"THIN","FAIR",NA,"POOR","GOOD","OUTGOING",5.28,4,0,NA,NA,"ALIVE","CHILD","NO"
"187","TEMPERATE","FLAT","SEARCH",82,"M",140,200,"OBESE","POOR","MODERATE","POOR","POOR","UNSURE",NA,15,5,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"188","DRY","MOUNTAINOUS","SEARCH",68,"M",80,180,"MEDIUM","GOOD","MODERATE","GOOD","GOOD","CONFIDENT",NA,20,0,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"189","DRY","FLAT","SEARCH",22,"M",75,180,"MEDIUM","GOOD","MODERATE","FAIR","GOOD",NA,25.68,18,9,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"190","DRY","FLAT","SEARCH",25,"M",70,170,"THIN","GOOD","MILD","FAIR","POOR","WITHDRAWN",31.68,25,7,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"191",NA,"MOUNTAINOUS","SEARCH",13,"M",60,160,"OVERWEIGHT","POOR","MILD","POOR","POOR","UNSURE",23.04,22,8,"NO","NO","ALIVE","OUTDOOR","NO"
"192","TEMPERATE","FLAT","WATER",28,"M",100,182,"MEDIUM","FAIR",NA,"GOOD","POOR",NA,NA,22,0,"NO","NO","DOA","WATER","NO"
"193","TEMPERATE","HILLY","SEARCH",NA,"AC",70,157,"MEDIUM","FAIR",NA,"GOOD","GOOD","UNSURE",NA,18,10,"NO","NO","ALIVE","OUTDOOR","YES"
"194","TROPICAL","HILLY","SEARCH",42,"F",120,175,"OBESE","POOR","MODERATE","EXCELLENT","GOOD","UNSURE",NA,23,20,"NO","NO","ALIVE","DESPONDENT","NO"
"195","TEMPERATE","FLAT","SEARCH",84,"M",70,165,"THIN","FAIR","MODERATE","GOOD","POOR",NA,7.68,23,20,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"196","TEMPERATE","HILLY","SEARCH",89,"M",70,178,"MEDIUM",NA,"MODERATE","GOOD","FAIR",NA,14.64,17,7,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"197","TEMPERATE","HILLY","SEARCH",2,"M",15,100,"MEDIUM","FAIR",NA,"POOR","POOR","WITHDRAWN",NA,22,22,"NO","NO","ALIVE","CHILD","NO"
"198","TEMPERATE","FLAT","SEARCH",73,"F",56,170,"THIN","GOOD",NA,"POOR","FAIR","UNSURE",6.24,20,20,"NO","NO","ALIVE","OUTDOOR","NO"
"199",NA,"MOUNTAINOUS","SEARCH",NA,"MF",75,185,"MEDIUM","EXCELLENT",NA,"GOOD","POOR","CONFIDENT",NA,27,12,"NO","NO","ALIVE","OUTDOOR","YES"
"200","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MM",76,180,"MEDIUM","GOOD",NA,"GOOD","POOR",NA,NA,28,8,"NO","NO","ALIVE","OUTDOOR","YES"
"201","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MM",70,178,"THIN","GOOD",NA,"GOOD","GOOD","UNSURE",NA,28,26,NA,NA,"ALIVE","OUTDOOR","YES"
"202",NA,"MOUNTAINOUS","SEARCH",39,"M",85,194,"THIN","GOOD","MODERATE","GOOD","POOR",NA,NA,26,26,NA,NA,"ALIVE","DESPONDENT","NO"
"203","TROPICAL",NA,"SEARCH",46,"M",100,187,"MEDIUM",NA,"MODERATE",NA,"GOOD",NA,NA,30,30,"NO","NO","ALIVE","DESPONDENT","NO"
"204","TROPICAL",NA,"SEARCH",30,"F",50,165,"THIN",NA,"MODERATE",NA,"POOR",NA,NA,32,32,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"205","TROPICAL",NA,"SEARCH",55,"F",NA,NA,"OBESE",NA,NA,NA,"GOOD",NA,19.92,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"206","TROPICAL","FLAT","SEARCH",83,"M",50,170,"THIN","GOOD","MODERATE","GOOD","POOR","UNSURE",19.92,NA,NA,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"207",NA,"HILLY","SEARCH",22,"F",50,165,"THIN","GOOD",NA,"GOOD","FAIR","UNSURE",NA,32,20,"NO","NO","ALIVE","VEHICLE","NO"
"208","TEMPERATE","MOUNTAINOUS","SEARCH",47,"F",60,166,"MEDIUM","FAIR","MILD","GOOD","FAIR",NA,NA,24,0,"NO","NO","ALIVE","DESPONDENT","NO"
"209","TEMPERATE","MOUNTAINOUS","SEARCH",26,"M",80,170,"THIN","GOOD","MODERATE","FAIR","FAIR",NA,18,27,23,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"210","TROPICAL","HILLY","SEARCH",NA,"MM",NA,NA,"THIN","FAIR","MILD","GOOD","EXCELLENT","CONFIDENT",48,42,21,"NO","NO","ALIVE","OUTDOOR","YES"
"211","TEMPERATE","HILLY","SEARCH",77,"F",50,158,"THIN","POOR","SEVERE","POOR","POOR","WITHDRAWN",NA,29,29,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"212","TEMPERATE","FLAT","SEARCH",84,"M",70,172,"THIN","FAIR","MODERATE","FAIR","POOR","WITHDRAWN",NA,30,25,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"213","TEMPERATE","HILLY","SEARCH",84,"M",70,172,"THIN","FAIR","MODERATE","FAIR","POOR","WITHDRAWN",NA,30,25,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"214",NA,"MOUNTAINOUS","SEARCH",19,"M",78,180,"MEDIUM","FAIR",NA,"FAIR","POOR","OUTGOING",4.56,32,25,"NO","NO","ALIVE","OUTDOOR","NO"
"215","DRY","FLAT","SEARCH",46,"F",60,158,"MEDIUM","POOR","SEVERE","FAIR","GOOD",NA,9.12,23,20,"NO","NO","DOA","DESPONDENT","NO"
"216","TEMPERATE","MOUNTAINOUS","SEARCH",40,"M",NA,NA,NA,"GOOD",NA,"FAIR","POOR",NA,NA,3,0,"YES","YES","DOA","OUTDOOR","NO"
"217","DRY","MOUNTAINOUS","SEARCH",23,"M",NA,NA,NA,"GOOD",NA,"GOOD","POOR",NA,NA,NA,-7,"YES",NA,"ALIVE","SNOW","NO"
"218","TEMPERATE",NA,"SEARCH",NA,"AC",NA,NA,NA,NA,NA,"GOOD","POOR",NA,24,15,0,NA,"NO","ALIVE","OUTDOOR","YES"
"219","DRY","MOUNTAINOUS","SEARCH",28,NA,NA,NA,NA,NA,NA,NA,"POOR",NA,12,NA,NA,"NO","NO","ALIVE","SNOW","YES"
"220","DRY","MOUNTAINOUS","SEARCH",19,"M",NA,NA,NA,NA,NA,NA,"POOR",NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","NO"
"221","DRY","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,"GOOD","POOR",NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","YES"
"222",NA,"HILLY","SEARCH",43,"MM",NA,180,"MEDIUM",NA,NA,NA,"FAIR","CONFIDENT",450,42,28,"NO","NO","DOA","OUTDOOR","YES"
"223",NA,"HILLY","SEARCH",53,"MM",NA,180,"OBESE",NA,NA,"GOOD","POOR","CONFIDENT",240,42,28,"NO","NO","DOA","OUTDOOR","YES"
"224","DRY","MOUNTAINOUS","SEARCH",16,"AC",50,165,"THIN","GOOD",NA,"FAIR","POOR","UNSURE",NA,24,20,"NO","NO","ALIVE","VEHICLE","YES"
"225","TEMPERATE","MOUNTAINOUS","SEARCH",45,"F",NA,170,"OVERWEIGHT","POOR","MILD","FAIR","POOR",NA,NA,32,10,"NO","NO","ALIVE","DESPONDENT","NO"
"226","DRY",NA,"SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,"FAIR",NA,NA,35,35,"NO","NO","ALIVE","OUTDOOR","YES"
"227","DRY",NA,"SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,"POOR",NA,24.96,NA,NA,NA,NA,"DOA","OUTDOOR","NO"
"228",NA,NA,"SEARCH",75,"M",55,NA,"THIN",NA,NA,NA,"POOR",NA,NA,NA,NA,NA,NA,"DOA",NA,"NO"
"229","DRY","HILLY","SEARCH",33,"F",NA,NA,"MEDIUM","FAIR","MILD","FAIR","GOOD","CONFIDENT",30,35,18,NA,NA,"ALIVE","OUTDOOR","NO"
"230","TROPICAL","FLAT","SEARCH",40,"M",NA,180,"MEDIUM","POOR","MODERATE",NA,"FAIR","WITHDRAWN",12,30,25,NA,NA,"ALIVE","DESPONDENT","NO"
"231","TEMPERATE","FLAT","SEARCH",28,"F",60,150,"MEDIUM","FAIR","MILD","GOOD","POOR","WITHDRAWN",24,42,18,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"232","TEMPERATE","MOUNTAINOUS","SEARCH",33,"F",NA,NA,"MEDIUM","FAIR",NA,"FAIR","POOR",NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"233","DRY","HILLY","SEARCH",69,"M",NA,NA,NA,"FAIR","SEVERE",NA,"POOR",NA,30.48,NA,NA,NA,NA,"ALIVE","DESPONDENT","NO"
"234",NA,"FLAT","SEARCH",29,"M",70,175,"THIN","GOOD",NA,"GOOD","FAIR",NA,NA,35,15,NA,NA,"ALIVE","OUTDOOR","NO"
"235","TROPICAL","WATER","WATER",20,"M",80,183,"MEDIUM","GOOD",NA,"GOOD","POOR","CONFIDENT",19.44,27,15,NA,NA,"DOA","WATER","NO"
"236",NA,"HILLY","SEARCH",37,"M",80,180,"MEDIUM","FAIR","MODERATE","POOR","FAIR","WITHDRAWN",40.56,29,13,"NO","NO","DOA","OTHER MENTAL ISSUES","NO"
"237","TEMPERATE","FLAT","SEARCH",6,"F",30,120,"THIN","EXCELLENT",NA,"GOOD","GOOD","UNSURE",NA,25,20,NA,NA,"ALIVE","CHILD","NO"
"238","TROPICAL","FLAT","SEARCH",NA,"M",NA,NA,"THIN","FAIR","MODERATE","GOOD","POOR","UNSURE",NA,30,20,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"239","TEMPERATE","HILLY","SEARCH",22,"M",70,191,"THIN","POOR","MILD","POOR","POOR","WITHDRAWN",NA,18,16,NA,"NO","ALIVE","OTHER MENTAL ISSUES","NO"
"240","DRY","HILLY","SEARCH",44,"F",65,163,"THIN","FAIR","MODERATE","GOOD","GOOD","WITHDRAWN",54,25,18,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"241","TROPICAL","FLAT","SEARCH",11,"M",60,150,"THIN","GOOD",NA,"GOOD","EXCELLENT","UNSURE",3.84,22,19,"NO","NO","ALIVE","CHILD","NO"
"242",NA,"MOUNTAINOUS","SEARCH",21,"M",68,177,"THIN","GOOD",NA,"FAIR","GOOD",NA,48,30,13,"NO","NO","ALIVE","OUTDOOR","NO"
"243","TROPICAL","MOUNTAINOUS","SEARCH",45,"M",70,180,"THIN","GOOD",NA,"EXCELLENT","GOOD","CONFIDENT",NA,27,16,NA,"YES","ALIVE","OUTDOOR","NO"
"244","DRY","HILLY","SEARCH",53,"MM",NA,NA,NA,NA,NA,"GOOD","EXCELLENT",NA,NA,38,18,NA,NA,"ALIVE","VEHICLE","YES"
"245","DRY","HILLY","SEARCH",38,"F",NA,155,"MEDIUM","EXCELLENT","SEVERE","EXCELLENT","GOOD","CONFIDENT",24,22,12,NA,NA,"ALIVE","DESPONDENT","NO"
"246","TEMPERATE","FLAT","SEARCH",58,"F",60,155,"MEDIUM","FAIR","MILD","GOOD","POOR","WITHDRAWN",9.12,33,22,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"247",NA,NA,"SEARCH",23,"M",60,145,"MEDIUM",NA,NA,NA,"POOR",NA,NA,32,32,NA,NA,"ALIVE","VEHICLE","NO"
"248",NA,NA,"SEARCH",46,"M",73,174,"THIN",NA,NA,NA,"FAIR",NA,NA,32,14,NA,NA,"ALIVE","OUTDOOR","NO"
"249","DRY","MOUNTAINOUS","SEARCH",16,"M",NA,187,"THIN","GOOD",NA,"FAIR","POOR","WITHDRAWN",8.4,0,-3,"YES",NA,"ALIVE","OUTDOOR","NO"
"250","TEMPERATE","HILLY","SEARCH",22,"M",70,160,"MEDIUM","FAIR",NA,"GOOD","POOR","OUTGOING",8.4,8,1,"NO","NO","ALIVE","VEHICLE","NO"
"251","TEMPERATE","FLAT","SEARCH",2,"M",NA,100,"MEDIUM","FAIR",NA,"POOR","POOR","CONFIDENT",NA,6,3,"NO","NO","ALIVE","CHILD","NO"
"252","TEMPERATE","FLAT","SEARCH",61,"F",NA,NA,"MEDIUM","FAIR","MILD",NA,"POOR",NA,NA,18,16,NA,"YES","ALIVE","OTHER MENTAL ISSUES","NO"
"253",NA,"MOUNTAINOUS","SEARCH",24,"M",NA,NA,NA,NA,NA,"FAIR","POOR","UNSURE",11.28,25,12,NA,"NO","ALIVE","OUTDOOR","NO"
"254",NA,NA,"SEARCH",NA,"MF",50,160,"THIN",NA,NA,NA,"GOOD",NA,24.96,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"255",NA,NA,"SEARCH",73,"M",70,175,"THIN",NA,NA,NA,"FAIR",NA,NA,10,5,NA,NA,"ALIVE","OUTDOOR","NO"
"256",NA,NA,"SEARCH",NA,"M",80,180,"THIN",NA,NA,"GOOD","GOOD",NA,NA,18,0,NA,NA,"ALIVE","OUTDOOR","NO"
"257","TEMPERATE","MOUNTAINOUS","SEARCH",36,"M",85,174,"OVERWEIGHT",NA,NA,"FAIR","GOOD","CONFIDENT",NA,15,0,"NO","NO","ALIVE","VEHICLE","NO"
"258","TEMPERATE","HILLY","SEARCH",62,"F",80,165,"MEDIUM","POOR",NA,"GOOD","POOR","WITHDRAWN",NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","NO"
"259","TEMPERATE","FLAT","SEARCH",60,"M",60,170,"THIN","POOR","MODERATE","POOR","GOOD","UNSURE",6.96,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"260","TEMPERATE","MOUNTAINOUS","SEARCH",13,"M",80,170,"OBESE","FAIR",NA,"FAIR","POOR","UNSURE",NA,15,0,NA,NA,"ALIVE","OUTDOOR","NO"
"261","TEMPERATE",NA,"SEARCH",81,"M",50,150,"THIN","FAIR","MODERATE",NA,"POOR",NA,9.12,25,15,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"262",NA,"MOUNTAINOUS","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,"POOR",NA,21.12,19,0,"NO","NO","ALIVE","OUTDOOR","YES"
"263","TROPICAL",NA,"SEARCH",85,"M",90,170,"MEDIUM",NA,"MODERATE","POOR","POOR","UNSURE",NA,20,15,NA,"YES","ALIVE","OTHER MENTAL ISSUES","NO"
"264","TEMPERATE","FLAT","SEARCH",51,"M",70,175,"THIN","FAIR",NA,"GOOD","POOR",NA,NA,29,11,"NO","NO","ALIVE","OUTDOOR","NO"
"265","DRY","FLAT","SEARCH",11,"M",45,145,"THIN","FAIR","MILD","FAIR","GOOD","WITHDRAWN",12.24,9,8,NA,"YES","ALIVE","CHILD","NO"
"266",NA,"HILLY","SEARCH",NA,"MF",NA,NA,NA,NA,NA,"FAIR","POOR",NA,42.72,14,0,NA,NA,"ALIVE","VEHICLE","YES"
"267","TEMPERATE","FLAT","SEARCH",88,"M",NA,NA,"MEDIUM","FAIR","MILD","GOOD","POOR",NA,7.44,NA,30,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"268","DRY","FLAT","SEARCH",75,"M",NA,NA,"MEDIUM","POOR","MODERATE",NA,"GOOD","CONFIDENT",NA,16,2,NA,"YES","ALIVE","OTHER MENTAL ISSUES","NO"
"269","DRY","FLAT","SEARCH",42,"F",NA,155,"THIN","FAIR","MODERATE","FAIR","POOR","WITHDRAWN",NA,24,4,NA,NA,"DOA","DESPONDENT","NO"
"270","DRY","MOUNTAINOUS","SEARCH",28,"F",NA,NA,"THIN","FAIR",NA,"GOOD","EXCELLENT","CONFIDENT",NA,43,22,NA,NA,"DOA","OUTDOOR","NO"
"271","TEMPERATE","FLAT","SEARCH",86,"F",NA,145,"THIN","POOR","MODERATE",NA,"POOR",NA,6,12,2,NA,NA,"DOA","OTHER MENTAL ISSUES","NO"
"272","TEMPERATE","MOUNTAINOUS","SEARCH",28,"M",NA,180,"MEDIUM","POOR","MILD","GOOD","POOR","WITHDRAWN",24.96,18,4,NA,NA,"DOA","OTHER MENTAL ISSUES","NO"
"273",NA,"MOUNTAINOUS","SEARCH",NA,"FF",NA,NA,NA,NA,NA,"GOOD","FAIR","CONFIDENT",NA,12,0,NA,"YES","ALIVE","OUTDOOR","YES"
"274",NA,"MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,"GOOD","FAIR",NA,102.96,12,0,NA,"YES","ALIVE","OUTDOOR","YES"
"275",NA,"MOUNTAINOUS","SEARCH",30,"M",95,180,"OVERWEIGHT","FAIR",NA,"EXCELLENT","POOR",NA,NA,18,4,"NO","NO","ALIVE","OUTDOOR","NO"
"276","DRY",NA,"SEARCH",89,"M",NA,NA,NA,NA,NA,NA,"POOR",NA,12.72,12,8,"NO","NO","ALIVE","OUTDOOR","NO"
"277",NA,"MOUNTAINOUS","SEARCH",NA,"MM",78,160,"MEDIUM","GOOD",NA,NA,"POOR","CONFIDENT",9.12,29,27,"NO","NO","ALIVE","OUTDOOR","YES"
"278","DRY","HILLY","SEARCH",42,"M",NA,NA,"MEDIUM","FAIR","SEVERE","GOOD","GOOD","WITHDRAWN",NA,23,15,"NO","NO","ALIVE","DESPONDENT","NO"
"279","DRY",NA,"SEARCH",40,"M",NA,NA,"MEDIUM","FAIR","MODERATE","GOOD","POOR","WITHDRAWN",NA,NA,NA,"NO","NO","DOA","DESPONDENT","NO"
"280","DRY",NA,"SEARCH",74,"M",65,157,"MEDIUM","POOR","MODERATE",NA,"POOR",NA,NA,33,20,"NO","NO","ALIVE","OTHER MENTAL ISSUES","NO"
"281","TEMPERATE","HILLY","SEARCH",87,"F",NA,165,"MEDIUM","FAIR","MODERATE",NA,"POOR",NA,11.52,10,5,NA,"NO","ALIVE","OTHER MENTAL ISSUES","NO"
"282","TEMPERATE","HILLY","SEARCH",48,"M",75,179,"MEDIUM","FAIR",NA,"GOOD","GOOD","CONFIDENT",76.08,20,15,NA,"YES","ALIVE","OUTDOOR","NO"
"283","TROPICAL","MOUNTAINOUS","SEARCH",56,"M",70,170,"OVERWEIGHT","FAIR",NA,"FAIR","FAIR","WITHDRAWN",NA,30,20,NA,"YES","ALIVE","OUTDOOR","NO"
"284","DRY","HILLY","SEARCH",2,"F",NA,80,NA,NA,NA,"POOR","POOR","CONFIDENT",243.36,20,19,NA,NA,"ALIVE","CHILD","NO"
"285","DRY","HILLY","SEARCH",27,"M",NA,NA,"MEDIUM","FAIR",NA,"GOOD","FAIR","CONFIDENT",NA,25,12,NA,"NO","ALIVE","OUTDOOR","NO"
"286","TEMPERATE","HILLY","SEARCH",4,"M",NA,NA,"MEDIUM","FAIR",NA,"POOR","POOR","WITHDRAWN",NA,22,9,NA,"NO","ALIVE","CHILD","NO"
"287","DRY","FLAT","SEARCH",80,"F",NA,145,"MEDIUM",NA,"MODERATE","FAIR","FAIR",NA,NA,16,2,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"288","DRY","FLAT","SEARCH",24,"M",85,180,"MEDIUM","GOOD",NA,"GOOD","POOR",NA,NA,30,15,"NO","NO","ALIVE","OUTDOOR","NO"
"289","DRY","FLAT","SEARCH",38,"M",NA,179,"MEDIUM","FAIR",NA,"POOR","FAIR","CONFIDENT",NA,35,20,NA,NA,"ALIVE","VEHICLE","NO"
"290","DRY","FLAT","SEARCH",34,"M",75,160,"MEDIUM","FAIR",NA,"GOOD","EXCELLENT","CONFIDENT",14.88,25,15,NA,NA,"ALIVE","OUTDOOR","NO"
"291","DRY","FLAT","SEARCH",27,"M",NA,165,"MEDIUM","GOOD",NA,"GOOD","POOR","CONFIDENT",18,25,15,NA,"NO","ALIVE","VEHICLE","NO"
